mpg,stk,year,spawn_tot,spawn_nat,rec3,rec4,rec5,rec6,rec,harvest,recspn,recspn3,recspn4,recspn5
South Fork Salmon,East Fork South Fork,1988,562,539.52,16.704,250.0992,396.0096,0,662.8128,0.05,1.179382206,0.02972242,0.44501637,0.704643416
South Fork Salmon,East Fork South Fork,1989,208,199.68,12.8256,161.7504,84.672,0,259.248,0.01,1.246384615,0.061661538,0.777646154,0.407076923
South Fork Salmon,East Fork South Fork,1990,260,249.6,0,36.288,30.192,0,66.48,0.01,0.255692308,0,0.139569231,0.116123077
South Fork Salmon,East Fork South Fork,1991,290,278.4,1.2096,44.064,30.14,0,75.4136,0.01,0.260046897,0.004171034,0.151944828,0.103931034
South Fork Salmon,East Fork South Fork,1992,334,320.64,7.344,86.31,94.5504,0,188.2044,0.01,0.563486228,0.021988024,0.258413174,0.28308503
South Fork Salmon,East Fork South Fork,1993,581,557.76,20.55,299.4096,113.4,2.75,436.1096,0.02,0.750618933,0.035370052,0.51533494,0.195180723
South Fork Salmon,East Fork South Fork,1994,126,120.96,0,10.08,9.9,0,19.98,0.01,0.158571429,0,0.08,0.078571429
South Fork Salmon,East Fork South Fork,1995,85,81.6,2.52,35.2,5.412,0,43.132,0.03,0.507435294,0.029647059,0.414117647,0.063670588
South Fork Salmon,East Fork South Fork,1996,137,137,7.7,73.6032,22.599,0,103.9022,0.03,0.758410219,0.05620438,0.537249635,0.164956204
South Fork Salmon,East Fork South Fork,1997,402,393.96,30.3072,1050.8535,130.9623,0,1212.123,0.01,3.015231343,0.075391045,2.614063433,0.325776866
South Fork Salmon,East Fork South Fork,1998,126,126,67.797,486.4314,426.2104,0,980.4388,0.02,7.781260317,0.538071429,3.860566667,3.382622222
South Fork Salmon,East Fork South Fork,1999,55,55,12.4726,99.6336,19.6974,0,131.8036,0.02,2.396429091,0.226774545,1.81152,0.358134545
South Fork Salmon,East Fork South Fork,2000,123,108.24,27.676,177.2766,10.4489,1.2792,216.6807,0.01,1.761631707,0.22500813,1.441273171,0.084950407
South Fork Salmon,East Fork South Fork,2001,1395,1129.95,21.886,82.6413,8.3148,0,112.8421,0.01,0.080890394,0.015688889,0.059241075,0.00596043
South Fork Salmon,East Fork South Fork,2002,1057,623.63,1.8998,53.0868,51.1056,0,106.0922,0.03,0.10037105,0.001797351,0.05022403,0.048349669
South Fork Salmon,East Fork South Fork,2003,748,553.52,1.9188,49.7952,60.214,0,111.928,0.06,0.149636364,0.002565241,0.066571123,0.0805
South Fork Salmon,East Fork South Fork,2004,353,218.86,31.4496,188.496,29.52,0,249.4656,0,0.706701416,0.089092351,0.533983003,0.083626062
South Fork Salmon,East Fork South Fork,2005,161,94.99,15.708,125.46,10.58,5.124,156.872,0.02,0.974360248,0.097565217,0.779254658,0.065714286
South Fork Salmon,East Fork South Fork,2006,156,63.96,91.02,497.26,92.232,0,680.512,0.02,4.36225641,0.583461538,3.187564103,0.591230769
South Fork Salmon,East Fork South Fork,2007,364,131.04,21.16,225.456,115.02,0,361.636,0.02,0.993505495,0.058131868,0.619384615,0.315989011
South Fork Salmon,East Fork South Fork,2008,595,261.8,194.712,431.325,62.6517,0,688.6887,0.02,1.15746,0.327247059,0.724915966,0.105296975
South Fork Salmon,East Fork South Fork,2009,820,246,34.506,334.1424,116.61,NA,485.2584,0.02,0.591778537,0.042080488,0.407490732,0.142207317
South Fork Salmon,East Fork South Fork,2010,1058,529,299.3359,602.485,NA,NA,901.8209,0.02,0.852382703,0.282926181,0.569456522,NA
South Fork Salmon,East Fork South Fork,2011,915,512.4,252.655,NA,NA,NA,NA,0.02,NA,0.276125683,NA,NA
South Fork Salmon,East Fork South Fork,2012,810,575.1,NA,NA,NA,NA,NA,0.04,NA,NA,NA,NA
South Fork Salmon,East Fork South Fork,2013,1039,696.13,NA,NA,NA,NA,NA,0.02,NA,NA,NA,NA
South Fork Salmon,East Fork South Fork,2014,1495,971.75,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
Imnaha,Grande Ronde Upper Mainstem,1953,16.13001,16,9.32,378.518,NA,0,NA,NA,NA,0.577804973,23.46669345,NA
Imnaha,Grande Ronde Upper Mainstem,1954,540.3555,540,40.9108,NA,30.8596,0,NA,NA,NA,0.075710898,NA,0.05710981
Imnaha,Grande Ronde Upper Mainstem,1955,56.45505,56,NA,133.7309,36.9182,0,NA,0,NA,NA,2.368803145,0.653939727
Imnaha,Grande Ronde Upper Mainstem,1956,40.32504,40,14.4095,262.96,78.9756,0,356.3451,0,8.836819505,0.357333805,6.521010271,1.958475429
Imnaha,Grande Ronde Upper Mainstem,1957,532,532,46.1218,421.1067,150.7177,0,617.9462,0.601,1.161553008,0.086695113,0.791553947,0.283303947
Imnaha,Grande Ronde Upper Mainstem,1958,NA,NA,78.9756,698.9059,41.5955,0,819.477,0.091,NA,NA,NA,NA
Imnaha,Grande Ronde Upper Mainstem,1959,179,179,123.3764,63.618,50.16,0,237.1544,0.739,1.324884916,0.689253631,0.355407821,0.280223464
Imnaha,Grande Ronde Upper Mainstem,1960,346.3209,346,9.7865,435.6,23.87,1.1176,470.3741,0.58,1.358203042,0.028258474,1.257792989,0.068924515
Imnaha,Grande Ronde Upper Mainstem,1961,579,579,64.24,500.774,40.7924,3.9168,609.7232,0.488,1.053062522,0.110949914,0.864894646,0.070453195
Imnaha,Grande Ronde Upper Mainstem,1962,973,973,95.356,424.2308,248.2176,0,767.8044,0.656,0.78911038,0.098002055,0.436002878,0.255105447
Imnaha,Grande Ronde Upper Mainstem,1963,115,115,41.8592,395.6736,121.4772,0,559.01,0.729,4.860956522,0.363993043,3.44064,1.056323478
Imnaha,Grande Ronde Upper Mainstem,1964,550.4,550,120.2688,560.742,83.0403,0,764.0511,0.619,1.388174237,0.218511628,1.018789971,0.150872638
Imnaha,Grande Ronde Upper Mainstem,1965,620.0424,620,331.7808,772.3674,27.0864,0,1131.2346,0.711,1.824447167,0.535093729,1.245668683,0.043684754
Imnaha,Grande Ronde Upper Mainstem,1966,508.4445,508,173.5923,358.1006,36.5792,0,568.2721,0.573,1.117667907,0.341418385,0.704306173,0.071943349
Imnaha,Grande Ronde Upper Mainstem,1967,768,768,32.813,523.0568,242.7192,0,798.589,0.59,1.039829427,0.04272526,0.681063542,0.316040625
Imnaha,Grande Ronde Upper Mainstem,1968,1014.4,1014,84.364,337.6404,42.7392,0,464.7436,0.474,0.458146293,0.083166404,0.332847397,0.042132492
Imnaha,Grande Ronde Upper Mainstem,1969,1029,1029,31.6404,202.6332,63.1894,0,297.463,0.401,0.289079689,0.030748688,0.196922449,0.061408552
Imnaha,Grande Ronde Upper Mainstem,1970,418.1333,418,6.6276,202.1894,137.5,0,346.317,0.478,0.828245442,0.015850448,0.483552494,0.328842501
Imnaha,Grande Ronde Upper Mainstem,1971,644.2667,644,12.649,82.5,56.9268,0.1186,152.1944,0.346,0.236228879,0.019633174,0.12805256,0.08835906
Imnaha,Grande Ronde Upper Mainstem,1972,612,612,0,249.5772,152.8161,0,402.3933,0.506,0.657505392,0,0.407805882,0.24969951
Imnaha,Grande Ronde Upper Mainstem,1973,252,252,17.5284,397.5472,188.4428,0.005,603.5234,0.56,2.394934127,0.069557143,1.577568254,0.747788889
Imnaha,Grande Ronde Upper Mainstem,1974,278,278,42.5181,28.5572,6.4425,0.033,77.5508,0.368,0.278959712,0.152942806,0.102723741,0.02317446
Imnaha,Grande Ronde Upper Mainstem,1975,220,220,0,16.76,42.5205,0.0448,59.3253,0.002,0.269660455,0,0.076181818,0.193275
Imnaha,Grande Ronde Upper Mainstem,1976,324.2667,324,1.7925,110.616,57.7248,0.0322,170.1655,0.005,0.524770197,0.005527857,0.34112661,0.178016429
Imnaha,Grande Ronde Upper Mainstem,1977,593,593,11.8305,150.1696,41.4897,0,203.4898,0.35,0.34315312,0.019950253,0.253237099,0.069965767
Imnaha,Grande Ronde Upper Mainstem,1978,217,217,16.0608,107.9344,167.2,0,291.1952,0.059,1.341913364,0.074012903,0.497393548,0.770506912
Imnaha,Grande Ronde Upper Mainstem,1979,25,25,11.5437,22.8,45.84,0,80.1837,0.043,3.207348,0.461748,0.912,1.8336
Imnaha,Grande Ronde Upper Mainstem,1980,165,165,0,104.16,79.626,0,183.786,0.032,1.113854545,0,0.631272727,0.482581818
Imnaha,Grande Ronde Upper Mainstem,1981,224.0593,224,0,252.126,64.2147,0,316.3407,0.066,1.411861503,0,1.125264606,0.286596896
Imnaha,Grande Ronde Upper Mainstem,1982,161,161,13.2825,115.5828,3.2,0,132.0653,0.085,0.820281366,0.0825,0.71790559,0.019875776
Imnaha,Grande Ronde Upper Mainstem,1983,190.2222,190,3.2025,121.8,22.8717,0,147.8742,0.091,0.777376142,0.016835574,0.640303813,0.120236755
Imnaha,Grande Ronde Upper Mainstem,1984,150.0444,150,0,18.2965,0,0,18.2965,0.1,0.121940572,0,0.121940572,0
Imnaha,Grande Ronde Upper Mainstem,1985,345,345,1.8318,0,13.462,0,15.2938,0.068,0.044329855,0.005309565,0,0.03902029
Imnaha,Grande Ronde Upper Mainstem,1986,214.32195,183,0,39.538,13.1031,0,52.6411,0.08,0.245616933,0,0.184479471,0.061137462
Imnaha,Grande Ronde Upper Mainstem,1987,707.2,125,0,13.1031,7.0875,0,20.1906,0.08,0.028550057,0,0.018528139,0.010021917
Imnaha,Grande Ronde Upper Mainstem,1988,553.6,43,0.7938,73.9125,70.4368,0,145.1431,0.135,0.262180455,0.001433887,0.133512464,0.127234104
Imnaha,Grande Ronde Upper Mainstem,1989,3,0,0,5.5632,2.4348,0,7.998,0.099,2.666,0,1.8544,0.8116
Imnaha,Grande Ronde Upper Mainstem,1990,106,53,0,1.5652,0,0,1.5652,0.121,0.014766038,0,0.014766038,0
Imnaha,Grande Ronde Upper Mainstem,1991,44.8,27,0,19.6834,1.085,0,20.7684,0.101,0.463580357,0,0.439361607,0.02421875
Imnaha,Grande Ronde Upper Mainstem,1992,393.6,81,2.3166,66.745,13.9995,0,83.0611,0.079,0.211029217,0.005885671,0.169575711,0.035567835
Imnaha,Grande Ronde Upper Mainstem,1993,332.8,76,2.17,47.0005,65.9988,0,115.1693,0.071,0.346061599,0.006520433,0.141227464,0.198313702
Imnaha,Grande Ronde Upper Mainstem,1994,13,4,0,18.0012,0,0,18.0012,0.095,1.384707692,0,1.384707692,0
Imnaha,Grande Ronde Upper Mainstem,1995,22.4,22,0,4,0,0,4,0.05,0.178571429,0,0.178571429,0
Imnaha,Grande Ronde Upper Mainstem,1996,70.4,70,0,46,1.9992,0,47.9992,0.05,0.681806818,0,0.653409091,0.028397727
Imnaha,Grande Ronde Upper Mainstem,1997,61,61,0,49.0008,12.9997,0,62.0005,0.072,1.016401639,0,0.803291803,0.213109836
Imnaha,Grande Ronde Upper Mainstem,1998,84,84,0,36.0003,130.005,0,166.0053,0.057,1.976253571,0,0.428575,1.547678571
Imnaha,Grande Ronde Upper Mainstem,1999,4,4,0,2.997,0,0,2.997,0.042,0.74925,0,0.74925,0
Imnaha,Grande Ronde Upper Mainstem,2000,46,46,1.998,26.001,4.0001,0,31.9991,0.057,0.695632609,0.043434783,0.56523913,0.086958696
Imnaha,Grande Ronde Upper Mainstem,2001,51,51,3.999,8.9999,1.9992,0,14.9981,0.145,0.294080392,0.078411765,0.176468627,0.0392
Imnaha,Grande Ronde Upper Mainstem,2002,52,49,0,22.9992,7.0005,0,29.9997,0.126,0.576917308,0,0.442292308,0.134625
Imnaha,Grande Ronde Upper Mainstem,2003,165,135,2.9988,7.9995,7,0,17.9983,0.094,0.109080606,0.018174545,0.048481818,0.042424242
Imnaha,Grande Ronde Upper Mainstem,2004,586,30,0,36.9992,3.9995,0,40.9987,0.108,0.069963652,0,0.063138567,0.006825085
Imnaha,Grande Ronde Upper Mainstem,2005,317,13,12.0008,12.9998,5.9994,0,31,0.079,0.097791798,0.037857413,0.041008833,0.018925552
Imnaha,Grande Ronde Upper Mainstem,2006,57,28,2.0007,87.0012,6.9954,0,95.9973,0.079,1.684163158,0.0351,1.526336842,0.122726316
Imnaha,Grande Ronde Upper Mainstem,2007,18,15,5.9994,95.0012,1.001,0,102.0016,0.088,5.666755556,0.3333,5.277844444,0.055611111
Imnaha,Grande Ronde Upper Mainstem,2008,367,56,29.0034,86.0041,19.995,0,135.0025,0.152,0.367854223,0.079028338,0.234343597,0.054482289
Imnaha,Grande Ronde Upper Mainstem,2009,127,19,4.004,96.9951,26.9775,0,127.9766,0.089,1.007689764,0.031527559,0.763740945,0.21242126
Imnaha,Grande Ronde Upper Mainstem,2010,2094,99,11.997,464.013,60.9964,0,537.0064,0.165,0.256450048,0.005729226,0.221591691,0.029129131
Imnaha,Grande Ronde Upper Mainstem,2011,1359,131,54.0095,152.9924,3.0014,0,210.0033,0.088,0.154527815,0.03974209,0.112577189,0.002208536
Imnaha,Grande Ronde Upper Mainstem,2012,392,91,3.9894,32.9982,2.0007,0,38.9883,0.106,0.099459949,0.010177041,0.084179082,0.005103827
Imnaha,Grande Ronde Upper Mainstem,2013,395,129,7.0004,16.9993,0,NA,23.9997,0.091,0.060758734,0.017722532,0.043036203,0
Imnaha,Grande Ronde Upper Mainstem,2014,1388,545,0,37.986,NA,NA,37.986,NA,0.027367435,0,0.027367435,NA
Imnaha,Grande Ronde Upper Mainstem,2015,1144,218,1.014,NA,NA,NA,NA,NA,NA,0.000886364,NA,NA
Imnaha,Grande Ronde Upper Mainstem,2016,151,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Imnaha,Grande Ronde Upper Mainstem,2017,99,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Imnaha,Grande Ronde Upper Mainstem,2018,133,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Imnaha,Imnaha River,1949,1938,1938,363.1184,1638.12,1030.4196,0,3031.658,NA,1.564323013,0.187367595,0.845263158,0.53169226
Imnaha,Imnaha River,1950,1024,1024,296.672,1713.294,1975.8144,0,3985.7804,NA,3.892363672,0.28971875,1.673138672,1.92950625
Imnaha,Imnaha River,1951,1761,1761,310.2864,3285.216,583.0272,0,4178.5296,NA,2.372816354,0.176198978,1.865540034,0.331077342
Imnaha,Imnaha River,1952,3574,3574,594.9696,969.408,2114.4858,0,3678.8634,NA,1.029340627,0.166471628,0.271238948,0.59163005
Imnaha,Imnaha River,1953,2920,2920,175.5648,3515.787,472.0226,0,4163.3744,NA,1.425813151,0.060124932,1.204036644,0.161651575
Imnaha,Imnaha River,1954,3054,3054,636.7272,784.839,325.591,0,1747.1572,NA,0.572088147,0.208489587,0.25698723,0.106611329
Imnaha,Imnaha River,1955,5856,5856,142.1384,541.365,914.354,0,1597.8574,NA,0.272858163,0.024272268,0.092446209,0.156139686
Imnaha,Imnaha River,1956,1728.252,1728,98.044,1520.31,625.5396,0,2243.8936,NA,1.298360193,0.056730153,0.879680741,0.361949299
Imnaha,Imnaha River,1957,6267.009,6267,275.336,1040.094,702.1294,0,2017.5594,0.472,0.321933382,0.043934196,0.165963381,0.112035805
Imnaha,Imnaha River,1958,1399,1399,188.3664,1167.441,376.5384,0,1732.3458,0.626,1.238274339,0.134643603,0.834482487,0.269148249
Imnaha,Imnaha River,1959,965,965,211.4296,626.076,707.5278,0,1545.0334,0.669,1.601070881,0.219098031,0.64878342,0.73318943
Imnaha,Imnaha River,1960,2710,2710,113.3856,1176.417,535.1164,0,1824.919,0.542,0.673401845,0.041839705,0.434102214,0.197459926
Imnaha,Imnaha River,1961,1854.095,1854,213.0552,889.746,631.2754,0,1734.0766,0.487,0.935268473,0.114910617,0.479881559,0.340476297
Imnaha,Imnaha River,1962,2081,2081,161.1376,1049.631,608.6696,0,1819.4382,0.445,0.874309563,0.077432773,0.504387794,0.292488996
Imnaha,Imnaha River,1963,1116,1116,190.0936,1012.044,682.2228,0,1884.3604,0.51,1.688494982,0.170334767,0.906849462,0.611310753
Imnaha,Imnaha River,1964,2097.393,2097,183.2864,1134.342,854.9716,0,2172.6,0.386,1.035857372,0.087387724,0.540834264,0.407635384
Imnaha,Imnaha River,1965,1586,1586,205.4352,1421.574,498.3398,0,2125.349,0.4,1.340068726,0.129530391,0.896326608,0.314211728
Imnaha,Imnaha River,1966,1871,1871,257.4544,828.597,1036.1554,0,2122.2068,0.234,1.134263389,0.137602565,0.442863175,0.553797648
Imnaha,Imnaha River,1967,1804,1804,150.0632,1722.831,951.1306,0,2824.0248,0.344,1.565423947,0.083183592,0.955006098,0.527234257
Imnaha,Imnaha River,1968,2022,2022,312.0136,1581.459,1472.0762,0,3365.5488,0.289,1.664465282,0.154309397,0.782126113,0.728029773
Imnaha,Imnaha River,1969,2534,2534,286.4104,2447.643,784.1176,0,3518.171,0.245,1.388386346,0.113026993,0.965920679,0.309438674
Imnaha,Imnaha River,1970,1477,1477,443.2808,1303.764,421.75,0,2168.7948,0.298,1.468378334,0.30012241,0.8827109,0.285545024
Imnaha,Imnaha River,1971,3071,3071,236.1184,701.25,359.331,0,1296.6994,0.272,0.422240117,0.076886486,0.228345816,0.117007815
Imnaha,Imnaha River,1972,2819,2819,127,597.465,404.88,0,1129.345,0.326,0.400619014,0.045051437,0.211942178,0.143625399
Imnaha,Imnaha River,1973,4363,4363,108.204,673.2,1174.8268,0,1956.2308,0.367,0.448368279,0.024800367,0.154297502,0.26927041
Imnaha,Imnaha River,1974,2324,2324,121.92,1953.402,147.1064,0,2222.4284,0.185,0.956294492,0.052461274,0.840534423,0.063298795
Imnaha,Imnaha River,1975,1250.046,1250,353.7712,244.596,113.3664,0,711.7336,0.001,0.569365927,0.283006545,0.195669599,0.090689783
Imnaha,Imnaha River,1976,1065.475,1065,44.2976,188.496,280.3794,0,513.173,0.003,0.481637767,0.041575448,0.176912645,0.263149675
Imnaha,Imnaha River,1977,1200,1200,34.1376,466.191,365.0668,0,865.3954,0.242,0.721162833,0.028448,0.3884925,0.304222333
Imnaha,Imnaha River,1978,3482,3482,84.4296,607.002,268.9078,0,960.3394,0.047,0.275801091,0.024247444,0.174325675,0.077227972
Imnaha,Imnaha River,1979,436.2577,436,109.9312,447.117,319.8552,0,876.9034,0.043,2.010058275,0.251986842,1.024891939,0.733179495
Imnaha,Imnaha River,1980,336,336,80.9752,531.828,180.0406,0,792.8438,0.037,2.359654167,0.240997619,1.582821429,0.535835119
Imnaha,Imnaha River,1981,831,831,96.3168,966.0039,205.9897,0,1268.3104,0.062,1.526245969,0.115904693,1.162459567,0.247881709
Imnaha,Imnaha River,1982,1082.255,1082,312.9555,464.0356,113,0,889.9911,0.073,0.822348799,0.289169835,0.428767342,0.104411622
Imnaha,Imnaha River,1983,797.0092,797,50.9747,327.022,454.9864,0,832.9831,0.06,1.045136116,0.06395748,0.410311449,0.570867187
Imnaha,Imnaha River,1984,948.0215,948,11.978,101.9756,94.9875,0,208.9411,0.064,0.220397006,0.012634735,0.107566759,0.100195512
Imnaha,Imnaha River,1985,1591,1459,38.9784,112.9905,51.0037,0,202.9726,0.063,0.127575487,0.024499309,0.071018542,0.032057637
Imnaha,Imnaha River,1986,769,721,46.9965,134.0066,88.9945,0,269.9976,0.064,0.351102211,0.061113784,0.174260858,0.115727568
Imnaha,Imnaha River,1987,503,452,14.0096,119.991,52.0044,0,186.005,0.067,0.369791252,0.027852087,0.238550696,0.103388469
Imnaha,Imnaha River,1988,706,596,25.991,98.0064,295.9866,0,419.984,0.091,0.594878187,0.036814448,0.138819263,0.419244476
Imnaha,Imnaha River,1989,347,255,14.0056,112.0062,73.0028,0,199.0146,0.053,0.573529107,0.04036196,0.322784438,0.210382709
Imnaha,Imnaha River,1990,387,199,9.0072,64.9964,86.9928,0,160.9964,0.065,0.41601137,0.023274419,0.167949354,0.224787597
Imnaha,Imnaha River,1991,703,235,1.0008,98.0076,33.988,0,132.9964,0.057,0.189184068,0.001423613,0.139413371,0.048347084
Imnaha,Imnaha River,1992,694,164,82.9996,244.0104,88,0,415.01,0.043,0.597997118,0.119595965,0.3516,0.126801153
Imnaha,Imnaha River,1993,1075,417,15.0016,104,120.007,0,239.0086,0.047,0.222333581,0.013954977,0.096744186,0.111634419
Imnaha,Imnaha River,1994,250,139,8,75.9935,93.984,0,177.9775,0.055,0.71191,0.032,0.303974,0.375936
Imnaha,Imnaha River,1995,409,268,8.9995,305.008,49.9896,0,363.9971,0.038,0.88996846,0.022003667,0.745740831,0.122223961
Imnaha,Imnaha River,1996,393,293,41.008,360.9936,164.9808,0,566.9824,0.041,1.442703308,0.104346056,0.918558779,0.419798473
Imnaha,Imnaha River,1997,660,200,225.0168,1054.044,471.0544,0,1750.1152,0.042,2.651689697,0.340934545,1.597036364,0.713718788
Imnaha,Imnaha River,1998,448,205,53.9752,662.0224,762.972,0,1478.9696,0.037,3.301271429,0.120480357,1.477728571,1.7030625
Imnaha,Imnaha River,1999,934,440,35.04,611.0515,114.0118,0,760.1033,0.029,0.813815096,0.03751606,0.654230728,0.122068308
Imnaha,Imnaha River,2000,1322,636,90.9765,331.002,69.006,0,490.9845,0.032,0.371395234,0.068817322,0.250379728,0.052198185
Imnaha,Imnaha River,2001,2625,1273,72.9862,169.9975,21.0081,0,263.9918,0.131,0.100568305,0.027804267,0.064760952,0.008003086
Imnaha,Imnaha River,2002,3135,1168,25.9965,208.0017,65.0056,0,299.0038,0.158,0.095376013,0.008292344,0.06634823,0.020735439
Imnaha,Imnaha River,2003,2943,1465,9.9902,71.0042,28.0135,0,109.0079,0.148,0.037039721,0.003394563,0.02412647,0.009518688
Imnaha,Imnaha River,2004,1409,518,42.008,151.9928,70.0264,0,264.0272,0.211,0.187386231,0.029814053,0.107872818,0.049699361
Imnaha,Imnaha River,2005,808,265,132.9937,262.0028,40.9955,0,435.992,0.08,0.539594059,0.164596163,0.324260891,0.050737005
Imnaha,Imnaha River,2006,789,239,210.025,541.9674,115.0184,0,867.0108,0.05,1.098873004,0.266191381,0.686904183,0.14577744
Imnaha,Imnaha River,2007,976,178,105.9682,627.9576,180.0254,0,913.9512,0.086,0.93642541,0.108573975,0.64339918,0.184452254
Imnaha,Imnaha River,2008,2259,313,150.024,452.9954,95.0167,0,698.0361,0.189,0.309002258,0.066411687,0.200529172,0.042061399
Imnaha,Imnaha River,2009,2726,542,40.9792,135.0052,74.9917,0,250.9761,0.22,0.092067535,0.015032722,0.049525018,0.027509795
Imnaha,Imnaha River,2010,2563,689,272.9781,553.9895,55.026,0,881.9936,0.277,0.344125478,0.106507257,0.216148849,0.021469372
Imnaha,Imnaha River,2011,2357,893,90.0188,378,139.0059,0,607.0247,0.401,0.257541239,0.038192109,0.160373356,0.058975774
Imnaha,Imnaha River,2012,1816,674,106.974,444.9819,74.0012,0,625.9571,0.063,0.344690033,0.058906388,0.245034086,0.040749559
Imnaha,Imnaha River,2013,1635,503,43.0122,131.0088,11.04,NA,185.061,0.056,0.113187156,0.026307156,0.080127706,0.006752294
Imnaha,Imnaha River,2014,2045,719,41.99,159.896,NA,NA,201.886,NA,0.09872176,0.020533007,0.078188753,NA
Imnaha,Imnaha River,2015,1513,540,13.064,NA,NA,NA,NA,NA,NA,0.008634501,NA,NA
Imnaha,Imnaha River,2016,1422,627,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Imnaha,Imnaha River,2017,685,247,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Imnaha,Imnaha River,2018,381,184,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Upper Salmon,Lemhi River,1957,1504,1504,68.148,1986.294,1012.584,0,3067.026,0.62,2.039246011,0.04531117,1.320674202,0.673260638
Upper Salmon,Lemhi River,1958,1145,1145,87.792,1698.528,484.48,0,2270.8,0.75,1.983231441,0.076674236,1.483430568,0.423126638
Upper Salmon,Lemhi River,1959,936,936,8.166,258.894,767.79,0,1034.85,0.69,1.105608974,0.008724359,0.276596154,0.820288462
Upper Salmon,Lemhi River,1960,2524,2524,13.626,1465.985,324.85,0,1804.461,0.71,0.714921157,0.005398574,0.580818146,0.128704437
Upper Salmon,Lemhi River,1961,3658,3658,11.225,564.26,607.005,0,1182.49,0.58,0.323261345,0.003068617,0.154253691,0.165939038
Upper Salmon,Lemhi River,1962,2722,2722,0,1036.35,1141.968,0,2178.318,0.69,0.800263777,0,0.38073108,0.419532697
Upper Salmon,Lemhi River,1963,757,757,0,614.496,585.861,0,1200.357,0.71,1.585676354,0,0.811751651,0.773924703
Upper Salmon,Lemhi River,1964,2245,2245,19.536,617.139,350.72,0,987.395,0.62,0.439819599,0.008702004,0.274894878,0.156222717
Upper Salmon,Lemhi River,1965,890,890,0,334.28,443.996,0,778.276,0.64,0.874467416,0,0.375595506,0.49887191
Upper Salmon,Lemhi River,1966,1645,1645,0,255.227,247.401,0,502.628,0.49,0.305548936,0,0.155153191,0.150395745
Upper Salmon,Lemhi River,1967,1776,1776,8.484,570.605,682.5,0,1261.589,0.58,0.710354167,0.004777027,0.321286599,0.384290541
Upper Salmon,Lemhi River,1968,1203,1203,14.994,292.5,710.16,0,1017.654,0.49,0.845930175,0.01246384,0.243142145,0.59032419
Upper Salmon,Lemhi River,1969,685,685,0,169.84,416.62,0,586.46,0.47,0.856145985,0,0.247941606,0.60820438
Upper Salmon,Lemhi River,1970,707,707,0,145.817,602.217,0,748.034,0.49,1.058039604,0,0.206247525,0.851792079
Upper Salmon,Lemhi River,1971,833,833,0.563,266.783,261.5,0,528.846,0.39,0.634869148,0.00067587,0.320267707,0.31392557
Upper Salmon,Lemhi River,1972,975,975,0,256.27,470,0,726.27,0.55,0.744892308,0,0.262841026,0.482051282
Upper Salmon,Lemhi River,1973,880,880,5.23,460.6,1453.2,0,1919.03,0.61,2.180715909,0.005943182,0.523409091,1.651363636
Upper Salmon,Lemhi River,1974,563,563,9.4,276.8,165.5,0,451.7,0.41,0.802309059,0.01669627,0.491651865,0.293960924
Upper Salmon,Lemhi River,1975,869,869,0,162.19,64.5,0,226.69,0,0.260863061,0,0.186639816,0.074223245
Upper Salmon,Lemhi River,1976,523,523,3.31,63.21,142,0,208.52,0.01,0.398699809,0.006328872,0.120860421,0.271510516
Upper Salmon,Lemhi River,1977,940,940,1.29,139.16,183.5,0,323.95,0.36,0.34462766,0.00137234,0.148042553,0.195212766
Upper Salmon,Lemhi River,1978,1730,1730,2.84,179.83,55.5,0,238.17,0.18,0.13767052,0.001641618,0.103947977,0.032080925
Upper Salmon,Lemhi River,1979,331,331,3.67,54.39,35,0,93.06,0.04,0.281148036,0.011087613,0.164320242,0.105740181
Upper Salmon,Lemhi River,1980,129,129,1.11,34.3,93,0,128.41,0.03,0.995426357,0.008604651,0.265891473,0.720930233
Upper Salmon,Lemhi River,1981,284,284,0.7,91.14,157,0,248.84,0.07,0.876197183,0.002464789,0.320915493,0.552816901
Upper Salmon,Lemhi River,1982,367,367,1.86,153.86,155,0,310.72,0.09,0.846648501,0.00506812,0.419237057,0.422343324
Upper Salmon,Lemhi River,1983,111,111,3.14,151.9,179,0,334.04,0.09,3.009369369,0.028288288,1.368468468,1.612612613
Upper Salmon,Lemhi River,1984,70,70,3.1,175.42,32,0,210.52,0.1,3.007428571,0.044285714,2.506,0.457142857
Upper Salmon,Lemhi River,1985,186,186,3.58,31.36,80,0,114.94,0.07,0.617956989,0.019247312,0.168602151,0.430107527
Upper Salmon,Lemhi River,1986,314,314,0.64,78.4,55,0,134.04,0.08,0.426878981,0.002038217,0.249681529,0.175159236
Upper Salmon,Lemhi River,1987,310,310,1.6,53.9,15,0,70.5,0.08,0.227419355,0.00516129,0.173870968,0.048387097
Upper Salmon,Lemhi River,1988,358,358,1.1,14.7,23,0,38.8,0.14,0.108379888,0.003072626,0.041061453,0.06424581
Upper Salmon,Lemhi River,1989,64,64,0.3,22.54,7,0,29.84,0.1,0.46625,0.0046875,0.3521875,0.109375
